Population,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Bolivia (Plurinational State of),Brazil,Barbados,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Côte d'Ivoire,Cameroon,D.R. of the Congo,Congo,Colombia,Comoros,Cabo Verde,Costa Rica,Czechoslovakia,Cuba,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,Egypt,Spain,Estonia,Ethiopia,Finland,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,Gambia,Guinea-Bissau,Equatorial Guinea,Greece,Guatemala,"China, Hong Kong SAR",Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,Iran (Islamic Republic of),Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyzstan,Cambodia,Republic of Korea,Kuwait,Lao People's DR,Lebanon,Liberia,Libya,Saint Lucia,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Republic of Moldova,Madagascar,Mexico,TFYR of Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Poland,Puerto Rico,D.P.R. of Korea,Portugal,Paraguay,State of Palestine,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan (Former),Senegal,Singapore,Sierra Leone,El Salvador,Serbia,Sao Tome and Principe,Former USSR,Slovakia,Slovenia,Sweden,Swaziland,Seychelles,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Trinidad and Tobago,Tunisia,Turkey,"Taiwan, Province of China",U.R. of Tanzania: Mainland,Uganda,Ukraine,Uruguay,United States,Uzbekistan,Venezuela (Bolivarian Republic of),Viet Nam,Yemen,Former Yugoslavia,South Africa,Zambia,Zimbabwe
2007,27387,15083.68,2956.88,5623,39946.76,2945.51,20694.45,8343.92,8657.37,7991,10627.4,8335.294,14309.45,149047.21,7548.53,1042.75,3989.88,9733.87,9457.49,192450.05,282,1889.67,4544,33007.16,7646.97,16535.65,1311877.23,21096.92,19278.26,65589.54,3859.48,42323.94,657,486,4337.89,15630.19,11261,913.33,10269.67,81008.73,694,72,5461.01,9163.58,33865.51,14132.75,78139.72,45245.87,1341.42,78410.72,5288.73,63906.32,1433.97,61592.51,4820.03,23660.57,8860.38,1630,1412.264,600,10901.4,13827.58,6896.55,7521.702,4182.91,9364,10062.45,233918.42,1137576.24,4402.94,71040.08,26428.55,311.32,6971.86,58780.74,2708.17,6242.51,127903.8,16085.79,38248.17,5137.44,13630.07,48684,2387.87,6035,3954.21,3469,5967.49,159,21119.85,1917,3134.41,482.03,2196.94,31354.08,3873.07,19173.15,107082.63,2034.5,12336.65,406.49,49151.45,620.495,2666,19479.58,2981,1261.22,14538.9,26620.39,2112.89,13986.38,152194.87,5408,16387.65,4710.12,25732,4286.78,2764.07,172882.36,3258,23707.79,94098.39,38204.11,3783,23908,10466.74,6173.12,3642,1305.6,21128.67,142808.57,9060.34,24841.07,31392.69,12584.19,4589.15,4918,5911.386,7450.66,165,286071.38,5360.52,2033.22,9148.19,1018.811,86,20493.05,10338.16,6042,63937.43,7075.79,4773.47,1344.33,10178.44,71991.73,22781.09,41556.62,29846.46,46406.83,3305.39,301231,27080.87,26588.89,87135.53,21236.42,23028,51339,13004.51,12494.49
2008,27706,15657.93,2934.27,7276.5,40342.61,2943.46,21113.35,8370.42,8749.61,8318,10711.41,8602.647,14721.63,150561.73,7512.7,1095.92,3986.91,9712.59,9646.69,194457.64,283,1922.82,4641,33366.54,7737.76,16700.27,1318559.28,21698.88,19842.9,67799.7,3989.28,42781.41,674,494,4399.99,15745.87,11258,936.55,10376.12,80780.68,709,73,5494.02,9281.35,34480.04,14351.56,79944.56,45993.19,1336.93,80563.72,5313.43,64263.78,1486.93,62099.76,4819.39,24270.4,9090.759,1671,1446.297,616,10930.37,14139.4,6938.43,7682.066,4181.09,9508,10044.85,237056.44,1153546.77,4498.85,71941.99,26968.79,319.31,7099.88,59235.93,2705.41,6397.17,127968.76,16271.34,39440.82,5179.6,13807.93,49055,2445.57,6145,4035.67,3603,6114.68,160,21315.43,1915,3102.34,490.58,2173.68,31754.08,3829.19,19716.71,108554.11,2037.83,12657.42,409.13,49504.89,621,2702,19928.36,3055,1268.9,15026.01,27160.8,2141.15,14531.93,156434.06,5476,16451.68,4769.13,25998,4322.92,2816.38,176808.99,3310,23944.04,95922.8,38204.11,3761,24051,10481.83,6264.03,3727,1459.76,20779.48,142745.83,9290.01,25518.05,32136.6,12978.49,4839.16,5023,5933.968,7419.01,168,286405.88,5369.75,2036.34,9219.74,1016.974,87,21220.64,10727.73,6220,64380.68,7210.76,4828.41,1351.84,10273.64,72909.09,22852,42741.37,30647.21,46155.64,3313.13,304094,27347.11,27098.32,88252.63,21877.51,23038,52077.36,13412.32,12567.78
2009,28484,16260.48,2914.57,8164.24,40736.44,2941.36,21553.02,8390.48,8841.5,8741,10797.42,8884.101,15152.19,152188.83,7474.98,1132.61,3984.85,9696.87,9835.72,196463.84,285,1956.15,4742,33749.68,7825.37,16863.84,1324993.12,22284.5,20418.92,70113.89,4145.51,43264.38,690,501,4467.3,15819.17,11260,962.04,10437.6,80499.63,725,73,5524.03,9397.51,35126.14,14569.42,81840.23,46377.65,1334.23,82787.15,5338.93,64594.28,1542.22,62538.71,4851.46,24899.08,9327.011,1713,1481.09,633,10959.14,14451.98,6953.39,7838.603,4176.67,9652,10029.3,240140.49,1169239.12,4542.01,72888.28,28023.93,319.11,7226.38,59580.37,2701.68,6537.71,127957.77,16480.18,40668.42,5237.75,13990.17,49308,2501.72,6257,4081.72,3708,6270.3,160,21502.54,1916,3068.09,499.6,2138.01,32153.76,3787.94,20271.5,110060.75,2041.58,12986.36,412.2,49896.47,621.968,2741,20418.49,3129,1275.68,15525.1,27714.8,2170.49,15092.16,160750.76,5541,16535.7,4830.15,26298,4370.39,2870.78,180689.63,3360,24086.7,97627.16,38571.95,3741,24191,10491.76,6352.42,3817,1614.84,20607.06,142788.81,9489.34,26227.03,33078.09,13382.26,4988.16,5132,5954.121,7389.32,172,286956.82,5381.57,2056.17,9298.62,1017.183,87,21541.96,11139.07,6405,64803.79,7347.59,4883.76,1358.82,10376.67,73921.89,22929.42,43889.49,31469.29,45950.76,3320.9,306772,27608.51,27510.3,89372.8,22533,22209,52861.73,13822.49,12665.53
2010,29121,16884.7,2900.13,8152.21,41400.71,2939.17,21890.95,8410.18,8932.65,9140,10897.43,9178.58,15599.74,153926.8,7424.88,1167.96,3982.7,9680.61,10024.1,198408.09,286,1989.59,4845,34127.03,7884.37,16999.47,1331357.45,22845.25,21001.57,72549.62,4323.52,43770.9,706,509,4543.8,15856.93,11262,987.53,10463.23,80300.58,741,73,5548.03,9511.92,35805.13,14786.12,83844.3,46572.63,1331.84,85095.87,5363.43,64912.8,1600.18,63039.94,4898.46,25558.59,9570.543,1755,1516.078,651,10973.31,14769.16,7004.25,7991.283,4167,9553,10006.65,243170.65,1184638.23,4562.63,73825.85,28956.36,317.91,7360.41,59844.38,2697.01,6679.88,127966.76,16696.7,41899.93,5288.84,14161.69,49554,2556.25,6368,4097.09,3817,6431.65,161,21712.65,1920,3004.42,508.94,2093.39,32553.12,3748.22,20837.29,111467.53,2045.89,13325.44,414.21,50284.71,622.553,2783,20950.31,3205,1281.61,16027.92,28267.91,2200.81,15668.71,165142.01,5604,16620.73,4890.16,26664,4415.83,2927.5,184989,3411,24227.87,99316.85,38606.03,3722,24326,10496.63,6438.09,3907,1770.35,20485,142852.94,9702.25,27068.45,33890.88,13793.58,5077.17,5246,5966.82,7359.68,176,287528.95,5393.7,2063.38,9378.24,1019.398,88,22050.23,11550.06,6587,65208.25,7485.37,4939.53,1365.44,10491.23,75053.72,22989.87,45131.64,32342.51,45768.17,3328.71,309327,27868.64,27920.23,90481.18,23195.12,22165,53681.67,14254.91,12781.92
2011,29758,17524.61,2892.35,8438.15,41880.85,2936.86,22197.18,8437.81,9024.51,9440,11039.45,9485.969,16063.83,155634.45,7241.62,1202.22,3979.92,9661.81,10211.41,200152.05,287,2023.11,4950,34462.67,7959.37,17188.98,1339548.68,23343.36,21586.3,75138.18,4467.93,44224.91,722,516,4586.73,15804.81,11264,1013.05,10442.76,80291.58,757,73,5571.03,9626.96,36506.26,15002.03,85969.34,46746.44,1328.24,87530.13,5388.33,65231.31,1656.15,63567.28,4933.83,26244.37,9824.572,1798,1551.45,668,10957.08,15088,7052.11,8140.864,4153.98,9670,9978.34,246150.36,1199809.73,4581.41,74625.46,29973.94,318.91,7497.8,60051.87,2691.54,6839.6,127754.89,16911.32,43197.68,5328.18,14321.6,49937,2609.09,6477,4114.73,3984,6143.65,162,21917.65,1925,2937.33,520.87,2055.01,32950.91,3709.19,21413.24,112826.32,2049.42,13679.13,416.01,50813.36,622.433,2827,21534.73,3282,1285.62,16533.89,28750.37,2232.03,16263.26,169607.43,5666,16698.76,4954.17,27081,4445.89,2986.38,189313.83,3460,24363.99,100998.65,38615.05,3679,24457,10481.24,6522.07,3997,1904.09,20384.7,142964.38,9973.22,27809.99,34568.26,14225.82,5184.17,5364,5984.029,7304.24,180,288146.19,5362.05,2067.43,9449.32,1024.153,89,22457.61,11982.78,6772,65598.65,7624.35,4995.78,1372.31,10612.25,76164,23040.24,46530.99,33257.06,45603.52,3336.69,311583,28131.88,28326.87,91591.04,23880.46,22113,54518.34,14709.49,12907
2012,30420,18201.96,2887.57,8747.48,42359.71,2934.42,22588.16,8475.81,9117.06,9748,11108.46,9805,16562.91,157326.34,7199.8,1235.51,3976.54,9643.21,10397.21,201894.14,288,2056.8,5057,34838.91,8044.33,17377.6,1349537.02,23878.67,22181.01,77792.05,4580.93,44660.44,737,524,4647.57,15825.44,11262,1028.61,10455.31,80442.61,774,73,5592.04,9742.24,37214.94,15217.57,88197.56,46776.59,1323.74,90066.04,5414.03,65551.83,1713.93,63989.15,4945.75,26945.21,10083.976,1840,1587.244,686,10897.95,15404.53,7129.89,8287.669,4140.53,9793,9926.94,249086.27,1214838.72,4600.32,75446.03,31321.33,320.61,7637.02,60216.34,2686.14,6952.07,127476.05,17123.68,44470.15,5373.02,14479.59,50200,2660.15,6586,4206.04,4141,5848.66,162,22120.31,1930,2898.19,532.97,2029.87,33345.93,3670.77,21998.58,114162.63,2051.91,14040.31,419.8,51368.72,622.079,2870,22149.89,3359,1288.49,17042.02,29162.8,2267.77,16903.09,174142.21,5728,16760.78,5020.19,27505,4471.4,3047.23,193569.43,3510,24490.6,102618.25,38623.07,3636,24589,10438.75,6605.39,4088,2009.57,20296.19,143205.19,10271.2,28516.26,35292.96,14668.23,5312.17,5486,6032.632,7268.89,183,288971.56,5370.13,2071.39,9519.48,1031.925,90,22258.03,12427.19,6961,65969.88,7764.62,5052.65,1378.91,10736.9,77140.88,23116.9,47965.47,34234.08,45491.54,3344.93,313878,28397.85,28722.1,92720.42,24594.25,22060,55356.05,15165.31,13036.17
2013,31108,18907.51,2882.28,9077.22,42836.43,2931.62,22980.24,8527.03,9209.84,10069,11160.47,10134.821,17072.15,158999.2,7159.62,1268.13,3972.56,9624.46,10581.19,203613.88,289,2090.75,5167,35208.97,8137.37,17545.37,1357519.74,24492.1,22800.32,80533.61,4666.73,45081.37,752,531,4707.37,15833.58,11250,1026.21,10456.73,80662.66,792,73,5614.04,9854.9,37930.36,15432.56,90566.05,46603.39,1318.75,92632.26,5439.03,65891.32,1778.41,64391.94,4937.65,27663.86,10351.174,1883,1624.345,704,10819.22,15718.92,7158.81,8429.445,4126.39,9922,9899.64,251947.06,1229765.16,4622.94,76417.71,32779.45,323.71,7780.74,60336.79,2681.6,7706.49,127257.18,17333.36,45639.36,5423.06,14636.78,50429,2709.53,6695,4695.52,4244,6010.44,163,22320.26,1936,2869.01,546.84,2009.07,33737.17,3632.88,22592.99,115471.31,2054.88,14412.34,425.81,51878.33,621.602,2912,22768.38,3438,1291.25,17551.22,29568.22,2311.59,17568.89,178736.59,5789,16809.8,5081.21,27917,4515.73,3109.91,197994.08,3559,24606.54,104298.92,38591,3589,24720,10381.66,6687.87,4178,2103.27,20223.86,143510.48,10589.99,29219.97,36093.08,15120.9,5399.18,5613,6120.762,7233.62,187,289870.01,5376.85,2074.19,9600.49,1041.209,91,20900.65,12894.7,7154,66332.3,7905.18,5110.29,1385.67,10865.75,78138.29,23189.72,49436.5,35271.19,45388.61,3353.43,316060,28665.75,29111.34,93883.34,25310.62,22005,56214.68,15631.04,13169.29
2014,31823,19623.85,2876.32,9320.63,43310,2928.26,23325.62,8594.12,9302.13,10380,11210.47,10479.67,17575.37,160650.01,7119.04,1300.52,3968,9605.22,10762.99,205358.16,290,2124.91,5278,35564.72,8237.26,17720.43,1366654.2,25104.43,23512.66,83368.34,4756.84,45846.4,767,539,4767.64,15853.09,11238,1014.97,10470.72,80999.73,810,73,5644.05,9964.78,38650.34,15646.81,93008.91,46465.24,1314.35,95337.07,5462.53,66211.83,1842.76,64885.13,4931.38,28405.02,10631.955,1926,1663.186,722,10747.35,16029.99,7208.67,8546.438,4108.53,10047,9873.01,254701.56,1244577,4655.38,77521.02,33856.66,327.31,7931.43,60345.89,2677.95,8839.09,127186.23,17540.03,46808.26,5477.82,14793.43,50747,2757.31,6804,5364.5,4348,6162.58,163,22517.08,1942,2844.45,559.87,1990.55,34123.69,3595.45,23195.82,116756.83,2058.31,14803.27,434.61,52374.25,620.896,2953,23393.39,3517,1293.75,18060.22,29976.74,2359.55,18241.88,183361.7,5849,16870.82,5138.22,28311,4597.11,3174.26,202387.19,3608,24713.97,106075.91,38572.96,3534,24852,10325.87,6769.34,4269,2186.58,20150.77,146094.16,10899.89,29936.1,37057.77,15588.73,5470.18,5744,6178.56,7198.53,190,292715.84,5382.37,2076.46,9696.22,1050.527,92,19317.7,13378.71,7351,66673.4,8045.42,5168.55,1392.47,10996.09,79199.31,23247.31,50964.61,36418.95,44943.74,3362.2,318386,28934.33,29418.09,95055.28,26019.67,21946,57075.4,16120.57,13314.02
2015,32564,20353.7,2867.95,9460.83,43779.41,2924.16,23663.74,8680.21,9392.99,10577,11275.48,10841.707,18093.58,162272.96,7073.75,1332.67,3962.86,9585.12,10942.24,207148.03,291,2159.17,5392,35831.15,8331.57,17903.54,1373405.76,25719.03,24273.08,86229.49,4851.33,46289.75,781,546,4826.6,15874.91,11214,1009.21,10488.79,81703.87,828,74,5683.05,10071.71,39372.21,15860.11,95432.34,46420.26,1311.86,98114.47,5480.53,66480.42,1905.12,65400.42,4926.75,29145.61,10924.395,1968,1703.302,741,10676.84,16337.36,7270.5,8660.816,4081.3,10254,9849.56,257350.98,1259235.84,4698.72,78651.63,34674.18,330.71,8090.84,60254.75,2675.28,9506.08,127034.32,17743.13,47983.12,5537.02,14994.06,51015,2803.51,6912,5639.77,4460,6290.6,164,22710.51,1948,2817.81,570.98,1973.64,34510.84,3558.37,23806.04,118017.14,2061.06,15210.44,445.08,52900.21,619.722,2993,24022.7,3597,1296.2,18571.17,30387.02,2407.78,18957.02,187978.54,5908,16945.85,5191.23,28678,4694.58,3240.14,206716.33,3657,24812.48,107868.13,38543.89,3473,24983,10283.18,6849.66,4359,2260.59,20055.46,146409.55,11122.15,30645.9,38164.74,16065.75,5535.18,5879,6205.417,7161.78,194,293226.27,5386.12,2077.97,9799.3,1059.815,92,18272.11,13823.36,7552,66975.32,8184.56,5227.35,1398.86,11124.31,80262.39,23305.97,52603.67,37673.11,44428.81,3371.27,320739,29205.15,29692.83,96221.85,26698.17,21882,57946.58,16623.65,13479.17
2016,33332,21097.59,2863.37,9587.25,44244.69,2919.23,24036.24,8791.15,9481.38,10721,11332.49,11220.072,18620.83,163938.02,7024.31,1364.59,3957.16,9564.17,11118.04,208859.27,291,2193.52,5507,36239.19,8423.05,18098.52,1382401.21,26347.76,24995.01,89193.32,4950.58,46796.16,795,553,4884.88,15905.54,11180,1013.86,10511.01,82366.01,847,74,5730.06,10176.82,40087.3,16071.88,97882.25,46459.99,1314.45,100858.15,5495.33,66730.05,1966.1,65940.82,4923.61,29879.33,11224.776,2010,1745.203,759,10632.5,16635.6,7316.37,8770.113,4046.82,10486,9820.53,259905.6,1273693.25,4751.97,79700.02,35437.31,335.31,8251.43,60140.3,2673.75,9862.89,126857.42,17941.33,49095.32,5598.06,15238.38,51218,2848.13,7019,5687.73,4576,6415.31,164,22898.68,1953,2782.23,585.75,1955.7,34898.05,3521.54,24422.51,117443.95,2063.31,15628.65,455.39,53416.38,618.125,3031,24660.45,3677,1298.18,19085.93,30781.6,2456.24,19708.07,192593.55,5967,17035.88,5237.24,29034,4799.84,3307.2,210928.54,3705,24903.64,109492.99,38515.83,3411,25115,10250.82,6930.16,4451,2326.2,19938.27,146678.1,11344.4,31359.54,39293.66,16548.85,5607.18,6019,6248.422,7124.37,198,293975.83,5394.53,2079.31,9923.2,1069.06,93,17669.14,14277.22,7757,67250.33,8322.2,5286.59,1404.68,11247.61,81350.1,23357.18,54336.3,39157.03,44207.71,3380.45,323072,29479.53,29960.68,97379.86,27347.41,21817,58830.32,17139.89,13664.82
2017,34124.811,21858.57,2860.75,9699.45,44705.95,2913.44,24444.62,8846.73,9566.62,10955,11376.49,11612.983,19157.02,165654.74,6973.2,1396.25,3950.92,9542.35,11289.48,210537.17,292.336,2227.94,5625.118,36676.5,8502.01,18349.61,1390135.72,26983.57,25679.72,92209.29,5054.88,47385.34,808.08,561.899,4941.67,15937.21,11147.407,1023.33,10535.14,82674.07,865.267,73.897,5766.07,10281.19,40787.44,16281.5,100303.24,46543.01,1314.15,103653.99,5508.23,67014.62,2025.34,66334.57,4921.95,30617.07,11534.306,2051.363,1788.61,778.358,10611.5,16928.72,7372.21,8877.729,4005.51,10646.714,9794.46,262379.07,1287901.85,4805.29,80724.9,36199.69,343.31,8412.1,60027.36,2673.14,10066.12,126630.56,18132.9,50201.1,5658.09,15479.64,51362,2891.16,7126.706,5680.12,4689.021,6548.55,164.994,23079.82,1958.042,2743.6,598.63,1937.55,35278.97,3484.9,25044.46,118799.05,2065.31,16059.6,468.21,53913.68,616.289,3068.243,25317.81,3758.571,1300.38,19603.08,31164.1,2504.89,20461.78,197417.01,6025.951,17136.91,5278.25,29384.297,4896.5,3375.06,215275.67,3753.142,24999.33,111093.8,38510.81,3351.827,25248.14,10225.8,7012.11,4532.88033776538,2384.19,19823.44,146845.96,11634.05,32183.66,40511.52,17044.25,5612.18,6163.195,6304.028,7086.56,201.025,294650.68,5402.07,2080.5,10057.81,1078.215,93.92,17327.22,14764.54,7965.055,67506.48,8458.44,5345.93,1410.59,11365.44,82412.15,23397.13,56061.93,40879.06,44029.19,3389.58,325122,29755.61,29856.26,98506.84,27984.86,21481.7645786806,59715.09,17674.37,13870.26
2018,34940.837,22638.16,2853.7,9796.02,45162.39,2906.81,24822.98,8889.62,9648.57,11229,11428.5,12017.978,19698.41,167358.03,6923.03,1427.59,3944.2,9519.36,11456.22,212257.83,293.131,2262.35,5745.062,37198.22,8564.88,18680.57,1395397.96,27614.17,26373.18,95231.59,5164.37,48221.68,821.164,568.373,4997.76,15981.48,11116.396,1035.89,10571.85,82923.13,884.017,74.027,5795.08,10384.55,41470.74,16488.67,102617.05,46738.99,1317.68,106465.63,5516.23,67347.11,2082.91,66732.33,4921.81,31362.33,11855.411,2092.731,1833.247,797.457,10589.99,17222.86,7432.04,9001.592,3967.71,10788.44,9782.04,264788.84,1301821.41,4863.7,81721.03,37015.4,352.6,8576.02,59902.2,2673.1,10272.68,126367.71,18316.33,51357.34,5716.78,15717.46,51585,2932.58,7234.171,5561.51,4809.768,6688.55,165.51,23253.73,1962.461,2717.54,610.49,1922.67,35652.66,3448.41,25671.33,120288.77,2067.02,16506.64,484.93,54403.34,614.249,3103.428,25998.05,3840.429,1302.3,20121.52,31538.78,2553.66,21227.97,202498.1,6085.213,17237.95,5313.26,29717.587,4982.03,3443.54,219926.58,3800.644,25403.39,112842.96,38501.79,3294.626,25381.085,10209.42,7095.2,4615.07976766621,2435.25,19713.07,146834.16,11913.21,32869.17,41764.36,17534.96,5639.19,6312.212,6368.351,7047.95,204.454,295243.78,5409.63,2086.69,10175.33,1087.2,94.633,17600.86,15251.88,8176.449,67749.94,8593.44,5405.12,1436.18,11477.26,83534.74,23419.53,57764.51,42329.09,43943.68,3398.67,326838,30031.42,28858.1,99603.57,28608.34,21423.5652361948,60594.64,18222.27,14096.56
2019,35972.024915857,23436.91,2841.56,9879.31,45613.27,2899.3,25203.53,8929.79,9727.2,11601.5905291282,11490.51,12370.0030896249,20242.08,169044.68,6874.46,1458.58,3937.02,9495.02,11620.83,213939.88,293.646647621636,2296.67,5874.22604275121,37736.29,8626.19,19035.04,1400034.69,28251.6,27114.25,98319.94,5279.27,49325.84,836.684723435006,574.172135584259,5052.04,16031.34,11105.0649389272,1050.04,10614.52,83110.16,898.061625067395,74.6593699222004,5818.08,10486.62,42135.24,16693.09,104815.64,47115.62,1323.36,109266.63,5521.63,67659.64,2138.69,67094.94,4923.24,32111.43,12160.1092224917,2147.48368838561,1876.581210407,824.500940466989,10578.82,17517.58,7486.89,9154.15996934171,3944.76,10933.4464907144,9777.62,267142.33,1315530.1,4930.26,82685.07,37845.87,360.5,8741.76,59754.04,2673.59,10480.27,126091.78,18490.91,52522.24,5774.07,15943.72,51765,2972.37,7343.16405405752,5330.73,4904.1043154356,6826.22,166.156639739611,23420.22,1987.17906759684,2710.36,623.22,1909.64,36018.27,3411.99,26302.33,121872.37,2067.69,16967.46,504.43,54884.2,613.218855823455,3170.55698642632,26693.96,3942.16721502667,1303.75,20640.32,31903.36,2602.44,22023.2,207698.62,6170.10945226866,17350.99,5349.27,30057.2092743334,5073.53,3512.44,224604.37,3862.03182052671,25965.57,114635.9,38474.73,3268.43986590481,25497.2011021822,10211.9,7179.08,4715.17670439877,2480.01,19622.4,146768.26,12180.7,33660.57,42952.28,18021.47,5704.19,6461.19687917733,6372.28280615795,7010.24,207.602884141494,295881.01,5416.82,2103.86,10279.01,1095.80538697791,95.8005267553176,18439.99,15749.52,8376.03161418593,67974.61,8727.38,5463.9,1452.4,11582.54,84737.37,23430.22,59464.56,43639.18,43951.4,3407.73,328330,30304.98,27920.92,100694.78,29216.33,21319.5958651115,61468.96,18779.59,14344.59
2020,37033.6456607217,24253.25,2825.29,9952.51,46057.94,2890.86,25529.04,8969.23,9802.49,11986.5440204432,11545.52,12724.965068187,20787.68,170709.31,6833.33,1489.2,3929.3,9469.35,11775.35,215577.48,294.184304592975,2330.81,6024.98658769172,38173.83,8689.45,19384.81,1402060.16,28895.37,27878.49,101499.25,5400.04,50283.48,852.741738479196,579.754350860116,5105.3,16069.24,11089.3651341203,1062,10645.2,83178.18,911.576106511741,75.2520207418494,5831.08,10587.15,42779.11,16894.46,106892.62,47366.01,1327.43,112099.9,5530.73,67901.27,2192.66,67380.21,4926.16,32864.43,12469.471284825,2203.21644193297,1919.79066186794,847.339107546081,10556.14,17812.4,7459.96,9303.9289733526,3925.41,11076.8326220402,9756.62,269436.93,1329061.88,4983.46,83613.65,38673.15,366.4,8899.46,59463.72,2674.6,10628.44,125633.55,18656.43,53691.29,5829.74,16148.8,51836,3010.53,7452.46154376633,4986.19,5004.73345668448,6960.23,166.76513238667,23579.31,2012.53372476191,2711.09,632.84,1897.33,36375.13,3375.58,26936.34,123260.43,2064.65,17442.21,515.56,55355.1,611.907586371159,3231.27704231144,27401.14,4045.36041323227,1305.31,21158.65,32256.84,2651.12,22841.55,213020.61,6255.26515579028,17448.02,5380.28,30595.2638874329,5159.06,3581.59,229276.42,3918.4804750307,26307.71,117026.22,38442.66,3247.27517265518,25608.1039185121,10222.62,7263.39,4820.45769210114,2519.01,19496.17,146463.36,12426.22,34541.89,44121.15,18517.62,5686.19,6611.46246287851,6384.98025706391,6963.69,211.513111391854,296210.85,5424.04,2117.75,10353.56,1106.15058926534,96.8624988118447,19241.48,16257.49,8578.7347548498,68180.23,8859.84,5521.99,1447.64,11680.79,85564.44,23439.58,61190.55,45119.75,43903.66,3416.7,331512,30575.54,27870.5,101770.5,29810.96,21192.2655015016,62354.78,19348.63,14614.82
2021,38126.5973803805,25089.1,2799.23,10018,46496.42,2881.41,25573.55,9004.1,9874.34,12384.2706905826,11593.52,13081.0271220088,21336.01,172354.38,6777.86,1511.24,3921.13,9442.37,11917.27,216720.02,294.715673178685,2364.77,6153.68829930792,38383.48,8756.22,19604.03,1402536.74,29545.71,28662.86,104766.66,5527.18,50978,869.093872574593,585.013175767942,5157.78,16046.68,11045.8680688121,1071.94,10642.36,83213.19,924.454248370693,75.6878856303743,5855.09,10686.38,43401.25,17093.16,108871.4,47341.86,1328.61,114964.46,5541.53,68113.95,2246.31,67651.42,4929.17,33622.19,12778.0203149446,2259.64166073436,1962.54488602954,867.73461325712,10498.74,18106.11,7392.15,9447.85921618732,3838.57,11214.7375497504,9716.33,271674.27,1339912.27,5021.78,84505.42,39491.12,372.4,9047.25,59157.89,2676.07,10716.46,125427.27,18813.39,54866.58,5883.52,16338.21,51745,3047.51,7560.0403465876,4801.71,5108.84199841821,7088.09,167.150324979763,23732.1,2036.95626480323,2724.18,642.81,1879.51,36723.46,3339.07,27572.94,124461.88,2057.08,17930.39,518.36,55814.8,610.750984458117,3283.70099557679,28120.63,4150.00589687293,1306.84,21676.94,32602.51,2700.08,23690.75,218473.32,6342.89670877767,17539.05,5409.28,31310.7803752163,5188.31,3650.68,233941.75,3970.37319826709,26508.32,119473.07,38250.21,3231.85451541529,25711.4980769831,10213.59,7347.97,4929.93067359441,2552.79,19351.32,145849.13,12654.66,33651.45,45290.49,19016.07,5716.2,6761.34985734412,6406.73050139986,6898.29,215.833515869862,296102.41,5404.32,2122.71,10415.93,1117.03356968291,97.7262116080348,20225.61,16775.93,8784.24545482938,68365.79,8990.31,5579.18,1450.42,11772.36,86346.36,23448.55,62944.43,46645.17,43745.64,3425.65,332032,30842.58,28315.65,102815.24,30399.24,21027.5338002263,62899.66,19927.76,14900.01
