Year,Season,NOC,Total_Medals,Gold,Silver,Bronze,Men_Medals,Women_Medals,Is_Host
2024,Summer,GEO,7,3,3,1,,,0
2024,Summer,BUL,7,3,1,3,,,0
2024,Summer,AZE,7,2,2,3,,,0
2024,Summer,CRO,7,2,2,3,,,0
2024,Summer,TPE,7,2,0,5,,,0
2024,Summer,ISR,7,1,5,1,,,0
2024,Summer,KAZ,7,1,3,3,,,0
2024,Summer,JAM,6,1,3,2,,,0
2024,Summer,RSA,6,1,3,2,,,0
2024,Summer,THA,6,1,3,2,,,0
2024,Summer,KGZ,6,0,2,4,,,0
2024,Summer,PRK,6,0,2,4,,,0
2024,Summer,IND,6,0,1,5,,,0
2024,Summer,SRB,5,3,1,1,,,0
2024,Summer,CZE,5,3,0,2,,,0
2024,Summer,AUT,5,2,0,3,,,0
2024,Summer,AIN,5,1,3,1,,,0
2024,Summer,ECU,5,1,2,2,,,0
2024,Summer,MEX,5,0,3,2,,,0
2024,Summer,BRN,4,2,1,1,,,0
2024,Summer,HKG,4,2,0,2,,,0
2024,Summer,PHI,4,2,0,2,,,0
2024,Summer,ETH,4,1,3,0,,,0
2024,Summer,POR,4,1,2,1,,,0
2024,Summer,ARM,4,0,3,1,,,0
2024,Summer,COL,4,0,3,1,,,0
2024,Summer,LTU,4,0,2,2,,,0
2024,Summer,MDA,4,0,1,3,,,0
2024,Summer,SLO,3,2,1,0,,,0
2024,Summer,ALG,3,2,0,1,,,0
2024,Summer,INA,3,2,0,1,,,0
2024,Summer,ARG,3,1,1,1,,,0
2024,Summer,EGY,3,1,1,1,,,0
2024,Summer,TUN,3,1,1,1,,,0
2024,Summer,DOM,3,1,0,2,,,0
2024,Summer,TJK,3,0,0,3,,,0
2024,Summer,BOT,2,1,1,0,,,0
2024,Summer,CHI,2,1,1,0,,,0
2024,Summer,LCA,2,1,1,0,,,0
2024,Summer,UGA,2,1,1,0,,,0
2024,Summer,GUA,2,1,0,1,,,0
2024,Summer,MAR,2,1,0,1,,,0
2024,Summer,KOS,2,0,1,1,,,0
2024,Summer,ALB,2,0,0,2,,,0
2024,Summer,GRN,2,0,0,2,,,0
2024,Summer,MAS,2,0,0,2,,,0
2024,Summer,PUR,2,0,0,2,,,0
2024,Summer,DMA,1,1,0,0,,,0
2024,Summer,PAK,1,1,0,0,,,0
2024,Summer,CYP,1,0,1,0,,,0
2024,Summer,FIJ,1,0,1,0,,,0
2024,Summer,JOR,1,0,1,0,,,0
2024,Summer,MGL,1,0,1,0,,,0
2024,Summer,PAN,1,0,1,0,,,0
2024,Summer,CPV,1,0,0,1,,,0
2024,Summer,CIV,1,0,0,1,,,0
2024,Summer,PER,1,0,0,1,,,0
2024,Summer,QAT,1,0,0,1,,,0
2024,Summer,EOR,1,0,0,1,,,0
2024,Summer,SGP,1,0,0,1,,,0
2024,Summer,SVK,1,0,0,1,,,0
2024,Summer,ZAM,1,0,0,1,,,0
2026,Winter,NOR,41,18,12,11,,,0
2026,Winter,USA,33,12,12,9,,,0
2026,Winter,ITA,30,10,6,14,,,1
2026,Winter,GER,26,8,10,8,,,0
2026,Winter,JPN,24,5,7,12,,,0
2026,Winter,FRA,23,8,9,6,,,0
2026,Winter,SUI,23,6,9,8,,,0
2026,Winter,CAN,21,5,7,9,,,0
2026,Winter,NED,20,10,7,3,,,0
2026,Winter,SWE,18,8,6,4,,,0
2026,Winter,AUT,18,5,8,5,,,0
2026,Winter,CHN,15,5,4,6,,,0
2026,Winter,KOR,10,3,4,3,,,0
2026,Winter,AUS,6,3,2,1,,,0
2026,Winter,GBR,5,3,1,1,,,0
2026,Winter,CZE,5,2,2,1,,,0
2026,Winter,SLO,4,2,1,1,,,0
2026,Winter,ESP,3,1,0,2,,,0
2026,Winter,BRA,1,1,0,0,,,0
2026,Winter,KAZ,1,1,0,0,,,0
2026,Winter,GEO,1,0,0,1,,,0
